ID1_CITY,year,week,case_c,pop_total,case_per_capita(‰)
0101,2016,1,37,37520,0.986
0101,2016,2,235,37520,6.263
0101,2016,3,244,37520,6.503
0101,2016,4,211,37520,5.624
0101,2016,5,259,37520,6.903
0101,2016,6,374,37520,9.968
0101,2016,7,100,37520,2.665
0101,2016,8,288,37520,7.676
0101,2016,9,230,37520,6.13
0101,2016,10,256,37520,6.823
0101,2016,11,250,37520,6.663
0101,2016,12,243,37520,6.477
0101,2016,13,211,37520,5.624
0101,2016,14,247,37520,6.583
0101,2016,15,195,37520,5.197
0101,2016,16,224,37520,5.97
0101,2016,17,205,37520,5.464
0101,2016,18,209,37520,5.57
0101,2016,19,192,37520,5.117
0101,2016,20,197,37520,5.251
0101,2016,21,203,37520,5.41
0101,2016,22,191,37520,5.091
0101,2016,23,204,37520,5.437
0101,2016,24,165,37520,4.398
0101,2016,25,193,37520,5.144
0101,2016,26,177,37520,4.717
0101,2016,27,166,37520,4.424
0101,2016,28,171,37520,4.558
0101,2016,29,217,37520,5.784
0101,2016,30,192,37520,5.117
0101,2016,31,186,37520,4.957
0101,2016,32,186,37520,4.957
0101,2016,33,203,37520,5.41
0101,2016,34,180,37520,4.797
0101,2016,35,212,37520,5.65
0101,2016,36,170,37520,4.531
0101,2016,37,181,37520,4.824
0101,2016,38,144,37520,3.838
0101,2016,39,192,37520,5.117
0101,2016,40,155,37520,4.131
0101,2016,41,203,37520,5.41
0101,2016,42,218,37520,5.81
0101,2016,43,200,37520,5.33
0101,2016,44,209,37520,5.57
0101,2016,45,248,37520,6.61
0101,2016,46,225,37520,5.997
0101,2016,47,224,37520,5.97
0101,2016,48,217,37520,5.784
0101,2016,49,212,37520,5.65
0101,2016,50,221,37520,5.89
0101,2016,51,244,37520,6.503
0101,2016,52,237,37520,6.317
0101,2016,53,276,37520,7.356
0101,2017,1,230,39166,5.872
0101,2017,2,262,39166,6.689
0101,2017,3,251,39166,6.409
0101,2017,4,303,39166,7.736
0101,2017,5,163,39166,4.162
0101,2017,6,260,39166,6.638
0101,2017,7,256,39166,6.536
0101,2017,8,242,39166,6.179
0101,2017,9,201,39166,5.132
0101,2017,10,243,39166,6.204
0101,2017,11,240,39166,6.128
0101,2017,12,240,39166,6.128
0101,2017,13,251,39166,6.409
0101,2017,14,221,39166,5.643
0101,2017,15,242,39166,6.179
0101,2017,16,250,39166,6.383
0101,2017,17,241,39166,6.153
0101,2017,18,246,39166,6.281
0101,2017,19,228,39166,5.821
0101,2017,20,254,39166,6.485
0101,2017,21,220,39166,5.617
0101,2017,22,163,39166,4.162
0101,2017,23,223,39166,5.694
0101,2017,24,216,39166,5.515
0101,2017,25,240,39166,6.128
0101,2017,26,223,39166,5.694
0101,2017,27,207,39166,5.285
0101,2017,28,239,39166,6.102
0101,2017,29,201,39166,5.132
0101,2017,30,198,39166,5.055
0101,2017,31,191,39166,4.877
0101,2017,32,184,39166,4.698
0101,2017,33,176,39166,4.494
0101,2017,34,173,39166,4.417
0101,2017,35,186,39166,4.749
0101,2017,36,215,39166,5.489
0101,2017,37,216,39166,5.515
0101,2017,38,213,39166,5.438
0101,2017,39,196,39166,5.004
0101,2017,40,198,39166,5.055
0101,2017,41,193,39166,4.928
0101,2017,42,210,39166,5.362
