region,year,week,case_c,pop_total,case_per_capita(‰),PM25_lag0,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag4,PM25_lag5,PM25_lag6,PM25_lag7,PM25_lag8,PM25_lag9,PM25_lag10
北北基桃竹,2016,1,1706,741051,2.3,24.44,45.81,64.37,88.54,101.7,114.83,124.9,145.58,171.13,189.27,212.5
北北基桃竹,2016,2,7208,741347,9.72,20.39,44.83,66.2,84.76,108.93,122.09,135.22,145.29,165.97,191.52,209.66
北北基桃竹,2016,3,7185,741444,9.69,22.23,42.62,67.06,88.43,106.99,131.16,144.32,157.45,167.52,188.2,213.75
北北基桃竹,2016,4,7483,741444,10.09,16.37,38.6,58.99,83.43,104.8,123.36,147.53,160.69,173.82,183.89,204.57
北北基桃竹,2016,5,8814,741670,11.88,9.15,25.52,47.75,68.14,92.58,113.95,132.51,156.68,169.84,182.97,193.04
北北基桃竹,2016,6,11648,741767,15.7,30.73,39.88,56.25,78.48,98.87,123.31,144.68,163.24,187.41,200.57,213.7
北北基桃竹,2016,7,6429,741347,8.67,17.0,47.73,56.88,73.25,95.48,115.87,140.31,161.68,180.24,204.41,217.57
北北基桃竹,2016,8,12168,742227,16.39,20.56,37.56,68.29,77.44,93.81,116.04,136.43,160.87,182.24,200.8,224.97
北北基桃竹,2016,9,11040,741641,14.89,18.85,39.41,56.41,87.14,96.29,112.66,134.89,155.28,179.72,201.09,219.65
北北基桃竹,2016,10,10262,742690,13.82,24.21,43.06,63.62,80.62,111.35,120.5,136.87,159.1,179.49,203.93,225.3
北北基桃竹,2016,11,9320,742436,12.55,18.53,42.74,61.59,82.15,99.15,129.88,139.03,155.4,177.63,198.02,222.46
北北基桃竹,2016,12,8880,741720,11.97,23.54,42.07,66.28,85.13,105.69,122.69,153.42,162.57,178.94,201.17,221.56
北北基桃竹,2016,13,8116,741411,10.95,32.54,56.08,74.61,98.82,117.67,138.23,155.23,185.96,195.11,211.48,233.71
北北基桃竹,2016,14,8616,742076,11.61,38.38,70.92,94.46,112.99,137.2,156.05,176.61,193.61,224.34,233.49,249.86
北北基桃竹,2016,15,7297,741360,9.84,22.04,60.42,92.96,116.5,135.03,159.24,178.09,198.65,215.65,246.38,255.53
北北基桃竹,2016,16,7370,741670,9.94,21.14,43.18,81.56,114.1,137.64,156.17,180.38,199.23,219.79,236.79,267.52
北北基桃竹,2016,17,6761,741347,9.12,25.62,46.76,68.8,107.18,139.72,163.26,181.79,206.0,224.85,245.41,262.41
北北基桃竹,2016,18,6610,742100,8.91,33.94,59.56,80.7,102.74,141.12,173.66,197.2,215.73,239.94,258.79,279.35
北北基桃竹,2016,19,6100,741678,8.22,19.32,53.26,78.88,100.02,122.06,160.44,192.98,216.52,235.05,259.26,278.11
北北基桃竹,2016,20,5906,741740,7.96,15.37,34.69,68.63,94.25,115.39,137.43,175.81,208.35,231.89,250.42,274.63
北北基桃竹,2016,21,6016,741411,8.11,20.51,35.88,55.2,89.14,114.76,135.9,157.94,196.32,228.86,252.4,270.93
北北基桃竹,2016,22,5243,741678,7.07,13.91,34.42,49.79,69.11,103.05,128.67,149.81,171.85,210.23,242.77,266.31
北北基桃竹,2016,23,4815,741411,6.49,14.18,28.09,48.6,63.97,83.29,117.23,142.85,163.99,186.03,224.41,256.95
北北基桃竹,2016,24,4639,741360,6.26,8.5,22.68,36.59,57.1,72.47,91.79,125.73,151.35,172.49,194.53,232.91
北北基桃竹,2016,25,4718,741678,6.36,12.24,20.74,34.92,48.83,69.34,84.71,104.03,137.97,163.59,184.73,206.77
北北基桃竹,2016,26,4439,741051,5.99,13.51,25.75,34.25,48.43,62.34,82.85,98.22,117.54,151.48,177.1,198.24
北北基桃竹,2016,27,4228,741248,5.7,9.96,23.47,35.71,44.21,58.39,72.3,92.81,108.18,127.5,161.44,187.06
北北基桃竹,2016,28,4058,741347,5.47,9.77,19.73,33.24,45.48,53.98,68.16,82.07,102.58,117.95,137.27,171.21
北北基桃竹,2016,29,4104,741051,5.54,13.79,23.56,33.52,47.03,59.27,67.77,81.95,95.86,116.37,131.74,151.06
北北基桃竹,2016,30,4116,741051,5.55,20.16,33.95,43.72,53.68,67.19,79.43,87.93,102.11,116.02,136.53,151.9
北北基桃竹,2016,31,4057,741374,5.47,13.98,34.14,47.93,57.7,67.66,81.17,93.41,101.91,116.09,130.0,150.51
北北基桃竹,2016,32,4118,741444,5.55,11.04,25.02,45.18,58.97,68.74,78.7,92.21,104.45,112.95,127.13,141.04
北北基桃竹,2016,33,4377,741051,5.91,9.93,20.97,34.95,55.11,68.9,78.67,88.63,102.14,114.38,122.88,137.06
北北基桃竹,2016,34,4452,741051,6.01,16.13,26.06,37.1,51.08,71.24,85.03,94.8,104.76,118.27,130.51,139.01
北北基桃竹,2016,35,4472,741051,6.03,23.17,39.3,49.23,60.27,74.25,94.41,108.2,117.97,127.93,141.44,153.68
北北基桃竹,2016,36,4819,741051,6.5,13.24,36.41,52.54,62.47,73.51,87.49,107.65,121.44,131.21,141.17,154.68
北北基桃竹,2016,37,4652,741051,6.28,9.94,23.18,46.35,62.48,72.41,83.45,97.43,117.59,131.38,141.15,151.11
北北基桃竹,2016,38,4294,741051,5.79,12.07,22.01,35.25,58.42,74.55,84.48,95.52,109.5,129.66,143.45,153.22
北北基桃竹,2016,39,5203,741051,7.02,13.49,25.56,35.5,48.74,71.91,88.04,97.97,109.01,122.99,143.15,156.94
北北基桃竹,2016,40,4174,741051,5.63,12.58,26.07,38.14,48.08,61.32,84.49,100.62,110.55,121.59,135.57,155.73
