region,year,week,case_c,pop_total,case_per_capita(‰),PM25_lag0,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag4,PM25_lag5,PM25_lag6,PM25_lag7,PM25_lag8,PM25_lag9,PM25_lag10
北北基桃竹,2016,1,496,714651,0.69,24.44,21.37,18.56,24.17,13.16,13.13,10.07,20.68,25.55,18.14,23.23
北北基桃竹,2016,2,964,718855,1.34,20.39,24.44,21.37,18.56,24.17,13.16,13.13,10.07,20.68,25.55,18.14
北北基桃竹,2016,3,979,727793,1.35,22.23,20.39,24.44,21.37,18.56,24.17,13.16,13.13,10.07,20.68,25.55
北北基桃竹,2016,4,927,720445,1.29,16.37,22.23,20.39,24.44,21.37,18.56,24.17,13.16,13.13,10.07,20.68
北北基桃竹,2016,5,1008,718254,1.4,9.15,16.37,22.23,20.39,24.44,21.37,18.56,24.17,13.16,13.13,10.07
北北基桃竹,2016,6,1359,728792,1.86,30.73,9.15,16.37,22.23,20.39,24.44,21.37,18.56,24.17,13.16,13.13
北北基桃竹,2016,7,554,720496,0.77,17.0,30.73,9.15,16.37,22.23,20.39,24.44,21.37,18.56,24.17,13.16
北北基桃竹,2016,8,1305,730007,1.79,20.56,17.0,30.73,9.15,16.37,22.23,20.39,24.44,21.37,18.56,24.17
北北基桃竹,2016,9,1147,729523,1.57,18.85,20.56,17.0,30.73,9.15,16.37,22.23,20.39,24.44,21.37,18.56
北北基桃竹,2016,10,1168,729628,1.6,24.21,18.85,20.56,17.0,30.73,9.15,16.37,22.23,20.39,24.44,21.37
北北基桃竹,2016,11,1136,729185,1.56,18.53,24.21,18.85,20.56,17.0,30.73,9.15,16.37,22.23,20.39,24.44
北北基桃竹,2016,12,1124,725051,1.55,23.54,18.53,24.21,18.85,20.56,17.0,30.73,9.15,16.37,22.23,20.39
北北基桃竹,2016,13,1064,725576,1.47,32.54,23.54,18.53,24.21,18.85,20.56,17.0,30.73,9.15,16.37,22.23
北北基桃竹,2016,14,1148,723161,1.59,38.38,32.54,23.54,18.53,24.21,18.85,20.56,17.0,30.73,9.15,16.37
北北基桃竹,2016,15,834,725671,1.15,22.04,38.38,32.54,23.54,18.53,24.21,18.85,20.56,17.0,30.73,9.15
北北基桃竹,2016,16,1062,724978,1.46,21.14,22.04,38.38,32.54,23.54,18.53,24.21,18.85,20.56,17.0,30.73
北北基桃竹,2016,17,1039,723002,1.44,25.62,21.14,22.04,38.38,32.54,23.54,18.53,24.21,18.85,20.56,17.0
北北基桃竹,2016,18,975,724593,1.35,33.94,25.62,21.14,22.04,38.38,32.54,23.54,18.53,24.21,18.85,20.56
北北基桃竹,2016,19,950,727821,1.31,19.32,33.94,25.62,21.14,22.04,38.38,32.54,23.54,18.53,24.21,18.85
北北基桃竹,2016,20,975,727853,1.34,15.37,19.32,33.94,25.62,21.14,22.04,38.38,32.54,23.54,18.53,24.21
北北基桃竹,2016,21,915,720811,1.27,20.51,15.37,19.32,33.94,25.62,21.14,22.04,38.38,32.54,23.54,18.53
北北基桃竹,2016,22,974,723427,1.35,13.91,20.51,15.37,19.32,33.94,25.62,21.14,22.04,38.38,32.54,23.54
北北基桃竹,2016,23,876,722187,1.21,14.18,13.91,20.51,15.37,19.32,33.94,25.62,21.14,22.04,38.38,32.54
北北基桃竹,2016,24,749,720496,1.04,8.5,14.18,13.91,20.51,15.37,19.32,33.94,25.62,21.14,22.04,38.38
北北基桃竹,2016,25,850,721816,1.18,12.24,8.5,14.18,13.91,20.51,15.37,19.32,33.94,25.62,21.14,22.04
北北基桃竹,2016,26,875,714651,1.22,13.51,12.24,8.5,14.18,13.91,20.51,15.37,19.32,33.94,25.62,21.14
北北基桃竹,2016,27,729,723555,1.01,9.96,13.51,12.24,8.5,14.18,13.91,20.51,15.37,19.32,33.94,25.62
北北基桃竹,2016,28,705,714651,0.99,9.77,9.96,13.51,12.24,8.5,14.18,13.91,20.51,15.37,19.32,33.94
北北基桃竹,2016,29,817,721157,1.13,13.79,9.77,9.96,13.51,12.24,8.5,14.18,13.91,20.51,15.37,19.32
北北基桃竹,2016,30,803,714651,1.12,20.16,13.79,9.77,9.96,13.51,12.24,8.5,14.18,13.91,20.51,15.37
北北基桃竹,2016,31,710,716419,0.99,13.98,20.16,13.79,9.77,9.96,13.51,12.24,8.5,14.18,13.91,20.51
北北基桃竹,2016,32,759,717823,1.06,11.04,13.98,20.16,13.79,9.77,9.96,13.51,12.24,8.5,14.18,13.91
北北基桃竹,2016,33,708,716436,0.99,9.93,11.04,13.98,20.16,13.79,9.77,9.96,13.51,12.24,8.5,14.18
北北基桃竹,2016,34,772,714651,1.08,16.13,9.93,11.04,13.98,20.16,13.79,9.77,9.96,13.51,12.24,8.5
北北基桃竹,2016,35,749,715931,1.05,23.17,16.13,9.93,11.04,13.98,20.16,13.79,9.77,9.96,13.51,12.24
北北基桃竹,2016,36,763,718817,1.06,13.24,23.17,16.13,9.93,11.04,13.98,20.16,13.79,9.77,9.96,13.51
北北基桃竹,2016,37,796,722315,1.1,9.94,13.24,23.17,16.13,9.93,11.04,13.98,20.16,13.79,9.77,9.96
北北基桃竹,2016,38,688,721545,0.95,12.07,9.94,13.24,23.17,16.13,9.93,11.04,13.98,20.16,13.79,9.77
北北基桃竹,2016,39,842,719864,1.17,13.49,12.07,9.94,13.24,23.17,16.13,9.93,11.04,13.98,20.16,13.79
北北基桃竹,2016,40,634,715281,0.89,12.58,13.49,12.07,9.94,13.24,23.17,16.13,9.93,11.04,13.98,20.16
北北基桃竹,2016,41,851,717516,1.19,8.1,12.58,13.49,12.07,9.94,13.24,23.17,16.13,9.93,11.04,13.98
北北基桃竹,2016,42,716,714651,1.0,11.05,8.1,12.58,13.49,12.07,9.94,13.24,23.17,16.13,9.93,11.04
北北基桃竹,2016,43,821,727986,1.13,21.68,11.05,8.1,12.58,13.49,12.07,9.94,13.24,23.17,16.13,9.93
北北基桃竹,2016,44,772,718765,1.07,13.67,21.68,11.05,8.1,12.58,13.49,12.07,9.94,13.24,23.17,16.13
北北基桃竹,2016,45,872,716980,1.22,15.89,13.67,21.68,11.05,8.1,12.58,13.49,12.07,9.94,13.24,23.17
北北基桃竹,2016,46,860,723864,1.19,21.34,15.89,13.67,21.68,11.05,8.1,12.58,13.49,12.07,9.94,13.24
