ID,town,year,week,SO2
0101,臺北市松山區,2016,33,2.0
0101,臺北市松山區,2016,34,3.0
0101,臺北市松山區,2016,35,3.0
0101,臺北市松山區,2016,36,3.0
0101,臺北市松山區,2016,37,2.0
0101,臺北市松山區,2016,38,2.0
0101,臺北市松山區,2016,39,2.0
0101,臺北市松山區,2016,40,2.0
0101,臺北市松山區,2016,41,2.0
0101,臺北市松山區,2016,42,2.0
0101,臺北市松山區,2016,43,4.0
0101,臺北市松山區,2016,44,3.0
0101,臺北市松山區,2016,45,3.0
0101,臺北市松山區,2016,46,4.0
0101,臺北市松山區,2016,47,3.0
0101,臺北市松山區,2016,48,2.0
0101,臺北市松山區,2016,49,3.0
0101,臺北市松山區,2016,50,2.0
0101,臺北市松山區,2016,51,2.0
0101,臺北市松山區,2016,52,2.0
0101,臺北市松山區,2017,1,3.0
0101,臺北市松山區,2017,2,3.0
0101,臺北市松山區,2017,3,2.0
0101,臺北市松山區,2017,4,2.0
0101,臺北市松山區,2017,5,2.0
0101,臺北市松山區,2017,6,3.0
0101,臺北市松山區,2017,7,3.0
0101,臺北市松山區,2017,8,2.0
0101,臺北市松山區,2017,9,3.0
0101,臺北市松山區,2017,10,3.0
0101,臺北市松山區,2017,11,2.0
0101,臺北市松山區,2017,12,3.0
0101,臺北市松山區,2017,13,3.0
0101,臺北市松山區,2017,14,3.0
0101,臺北市松山區,2017,15,4.0
0101,臺北市松山區,2017,16,3.0
0101,臺北市松山區,2017,17,3.0
0101,臺北市松山區,2017,18,4.0
0101,臺北市松山區,2017,19,4.0
0101,臺北市松山區,2017,20,3.0
0101,臺北市松山區,2017,21,3.0
0101,臺北市松山區,2017,22,2.0
0101,臺北市松山區,2017,23,4.0
0101,臺北市松山區,2017,24,3.0
0101,臺北市松山區,2017,25,3.0
0101,臺北市松山區,2017,26,4.0
0101,臺北市松山區,2017,27,3.0
0101,臺北市松山區,2017,28,4.0
0101,臺北市松山區,2017,29,3.0
0101,臺北市松山區,2017,30,4.0
0101,臺北市松山區,2017,31,3.0
0101,臺北市松山區,2017,32,3.0
0101,臺北市松山區,2017,33,5.0
0101,臺北市松山區,2017,34,3.0
0101,臺北市松山區,2017,35,3.0
0101,臺北市松山區,2017,36,4.0
0101,臺北市松山區,2017,37,3.0
0101,臺北市松山區,2017,38,5.0
0101,臺北市松山區,2017,39,4.0
0101,臺北市松山區,2017,40,4.0
0101,臺北市松山區,2017,41,2.0
0101,臺北市松山區,2017,42,2.0
0101,臺北市松山區,2017,43,2.0
0101,臺北市松山區,2017,44,2.0
0101,臺北市松山區,2017,45,2.0
0101,臺北市松山區,2017,46,3.0
0101,臺北市松山區,2017,47,2.0
0101,臺北市松山區,2017,48,2.0
0101,臺北市松山區,2017,49,3.0
0101,臺北市松山區,2017,50,3.0
0101,臺北市松山區,2017,51,2.0
0101,臺北市松山區,2017,52,3.0
0101,臺北市松山區,2018,1,2.0
0101,臺北市松山區,2018,2,2.0
0101,臺北市松山區,2018,3,3.0
0101,臺北市松山區,2018,4,2.0
0101,臺北市松山區,2018,5,2.0
0101,臺北市松山區,2018,6,2.0
0101,臺北市松山區,2018,7,3.0
0101,臺北市松山區,2018,8,2.0
0101,臺北市松山區,2018,9,3.0
0101,臺北市松山區,2018,10,2.0
0101,臺北市松山區,2018,11,3.0
0101,臺北市松山區,2018,12,2.0
0101,臺北市松山區,2018,13,2.0
0101,臺北市松山區,2018,14,2.0
0101,臺北市松山區,2018,15,3.0
0101,臺北市松山區,2018,16,2.0
0101,臺北市松山區,2018,17,3.0
0101,臺北市松山區,2018,18,3.0
0101,臺北市松山區,2018,19,4.0
0101,臺北市松山區,2018,20,6.0
0101,臺北市松山區,2018,21,5.0
0101,臺北市松山區,2018,22,3.0
0101,臺北市松山區,2018,23,3.0
0101,臺北市松山區,2018,24,2.0
0101,臺北市松山區,2018,25,3.0
0101,臺北市松山區,2018,26,4.0
0101,臺北市松山區,2018,27,2.0
0101,臺北市松山區,2018,28,2.0
0101,臺北市松山區,2018,29,2.0
0101,臺北市松山區,2018,30,4.0
0101,臺北市松山區,2018,31,3.0
0101,臺北市松山區,2018,32,3.0
0101,臺北市松山區,2018,33,3.0
0101,臺北市松山區,2018,34,3.0
0101,臺北市松山區,2018,35,2.0
0101,臺北市松山區,2018,36,3.0
0101,臺北市松山區,2018,37,3.0
0101,臺北市松山區,2018,38,3.0
0101,臺北市松山區,2018,39,2.0
0101,臺北市松山區,2018,40,2.0
0101,臺北市松山區,2018,41,2.0
0101,臺北市松山區,2018,42,2.0
0101,臺北市松山區,2018,43,2.0
0101,臺北市松山區,2018,44,2.0
0101,臺北市松山區,2018,45,3.0
0101,臺北市松山區,2018,46,3.0
0101,臺北市松山區,2018,47,2.0
0101,臺北市松山區,2018,48,2.0
0101,臺北市松山區,2018,49,3.0
0101,臺北市松山區,2018,50,2.0
0101,臺北市松山區,2018,51,3.0
0101,臺北市松山區,2018,52,2.0
0101,臺北市松山區,2019,1,2.0
0101,臺北市松山區,2019,2,2.0
0101,臺北市松山區,2019,3,2.0
0101,臺北市松山區,2019,4,2.0
0101,臺北市松山區,2019,5,2.0
0101,臺北市松山區,2019,6,2.0
0101,臺北市松山區,2019,7,2.0
0101,臺北市松山區,2019,8,2.0
0101,臺北市松山區,2019,9,2.0
0101,臺北市松山區,2019,10,2.0
0101,臺北市松山區,2019,11,2.0
0101,臺北市松山區,2019,12,2.0
0101,臺北市松山區,2019,13,2.0
0101,臺北市松山區,2019,14,2.0
0101,臺北市松山區,2019,15,2.0
0101,臺北市松山區,2019,16,3.0
0101,臺北市松山區,2019,17,3.0
0101,臺北市松山區,2019,18,2.0
0101,臺北市松山區,2019,19,2.0
0101,臺北市松山區,2019,20,2.0
0101,臺北市松山區,2019,21,2.0
0101,臺北市松山區,2019,22,2.0
0101,臺北市松山區,2019,23,2.0
0101,臺北市松山區,2019,24,2.0
0101,臺北市松山區,2019,25,2.0
0101,臺北市松山區,2019,26,2.0
0101,臺北市松山區,2019,27,2.0
0101,臺北市松山區,2019,28,2.0
0101,臺北市松山區,2019,29,2.0
0101,臺北市松山區,2019,30,2.0
0101,臺北市松山區,2019,31,2.0
0101,臺北市松山區,2019,32,2.0
0101,臺北市松山區,2019,33,2.0
0101,臺北市松山區,2019,34,2.0
0101,臺北市松山區,2019,35,2.0
0101,臺北市松山區,2019,36,3.0
0101,臺北市松山區,2019,37,2.0
0101,臺北市松山區,2019,38,2.0
0101,臺北市松山區,2019,39,2.0
0101,臺北市松山區,2019,40,2.0
0101,臺北市松山區,2019,41,2.0
0101,臺北市松山區,2019,42,1.0
0101,臺北市松山區,2019,43,2.0
0101,臺北市松山區,2019,44,2.0
0101,臺北市松山區,2019,45,2.0
0101,臺北市松山區,2019,46,2.0
0101,臺北市松山區,2019,47,2.0
0101,臺北市松山區,2019,48,2.0
0101,臺北市松山區,2019,49,2.0
0101,臺北市松山區,2019,50,3.0
0101,臺北市松山區,2019,51,2.0
0101,臺北市松山區,2019,52,2.0
0110,臺北市中山區,2015,1,3.0
0110,臺北市中山區,2015,2,3.0
0110,臺北市中山區,2015,3,3.0
0110,臺北市中山區,2015,4,3.0
0110,臺北市中山區,2015,5,3.0
0110,臺北市中山區,2015,6,3.0
0110,臺北市中山區,2015,7,3.0
0110,臺北市中山區,2015,8,3.0
0110,臺北市中山區,2015,9,3.0
0110,臺北市中山區,2015,10,3.0
0110,臺北市中山區,2015,11,5.0
0110,臺北市中山區,2015,12,4.0
0110,臺北市中山區,2015,13,3.0
0110,臺北市中山區,2015,14,4.0
0110,臺北市中山區,2015,15,3.0
0110,臺北市中山區,2015,16,3.0
0110,臺北市中山區,2015,17,4.0
0110,臺北市中山區,2015,18,5.0
0110,臺北市中山區,2015,19,4.0
0110,臺北市中山區,2015,20,4.0
0110,臺北市中山區,2015,21,3.0
0110,臺北市中山區,2015,22,3.0
0110,臺北市中山區,2015,23,4.0
0110,臺北市中山區,2015,24,4.0
0110,臺北市中山區,2015,25,4.0
0110,臺北市中山區,2015,26,4.0
0110,臺北市中山區,2015,27,3.0
0110,臺北市中山區,2015,28,3.0
0110,臺北市中山區,2015,29,5.0
0110,臺北市中山區,2015,30,3.0
0110,臺北市中山區,2015,31,4.0
0110,臺北市中山區,2015,32,3.0
0110,臺北市中山區,2015,33,3.0
0110,臺北市中山區,2015,34,3.0
0110,臺北市中山區,2015,35,3.0
0110,臺北市中山區,2015,36,3.0
0110,臺北市中山區,2015,37,2.0
0110,臺北市中山區,2015,38,4.0
0110,臺北市中山區,2015,39,3.0
0110,臺北市中山區,2015,40,3.0
0110,臺北市中山區,2015,41,3.0
0110,臺北市中山區,2015,42,3.0
0110,臺北市中山區,2015,43,3.0
0110,臺北市中山區,2015,44,3.0
0110,臺北市中山區,2015,45,4.0
0110,臺北市中山區,2015,46,4.0
0110,臺北市中山區,2015,47,3.0
0110,臺北市中山區,2015,48,3.0
0110,臺北市中山區,2015,49,3.0
0110,臺北市中山區,2015,50,3.0
0110,臺北市中山區,2015,51,5.0
0110,臺北市中山區,2015,52,2.0
0110,臺北市中山區,2016,1,4.0
0110,臺北市中山區,2016,2,3.0
0110,臺北市中山區,2016,3,3.0
0110,臺北市中山區,2016,4,3.0
0110,臺北市中山區,2016,5,2.0
0110,臺北市中山區,2016,6,2.0
0110,臺北市中山區,2016,7,3.0
0110,臺北市中山區,2016,8,2.0
0110,臺北市中山區,2016,9,2.0
0110,臺北市中山區,2016,10,3.0
0110,臺北市中山區,2016,11,3.0
0110,臺北市中山區,2016,12,2.0
0110,臺北市中山區,2016,13,3.0
0110,臺北市中山區,2016,14,4.0
0110,臺北市中山區,2016,15,4.0
0110,臺北市中山區,2016,16,4.0
0110,臺北市中山區,2016,17,4.0
0110,臺北市中山區,2016,18,4.0
0110,臺北市中山區,2016,19,4.0
0110,臺北市中山區,2016,20,2.0
0110,臺北市中山區,2016,21,6.0
0110,臺北市中山區,2016,22,3.0
0110,臺北市中山區,2016,23,3.0
0110,臺北市中山區,2016,24,3.0
0110,臺北市中山區,2016,25,3.0
0110,臺北市中山區,2016,26,3.0
0110,臺北市中山區,2016,27,2.0
0110,臺北市中山區,2016,28,2.0
0110,臺北市中山區,2016,29,2.0
0110,臺北市中山區,2016,30,4.0
0110,臺北市中山區,2016,31,3.0
0110,臺北市中山區,2016,32,3.0
0110,臺北市中山區,2016,33,2.0
0110,臺北市中山區,2016,34,3.0
0110,臺北市中山區,2016,35,3.0
0110,臺北市中山區,2016,36,4.0
0110,臺北市中山區,2016,37,3.0
0110,臺北市中山區,2016,38,3.0
0110,臺北市中山區,2016,39,2.0
0110,臺北市中山區,2016,40,3.0
0110,臺北市中山區,2016,41,2.0
0110,臺北市中山區,2016,42,2.0
0110,臺北市中山區,2016,43,4.0
0110,臺北市中山區,2016,44,3.0
0110,臺北市中山區,2016,45,3.0
0110,臺北市中山區,2016,46,4.0
0110,臺北市中山區,2016,47,3.0
0110,臺北市中山區,2016,48,2.0
0110,臺北市中山區,2016,49,3.0
0110,臺北市中山區,2016,50,2.0
0110,臺北市中山區,2016,51,2.0
0110,臺北市中山區,2016,52,2.0
0110,臺北市中山區,2017,1,3.0
0110,臺北市中山區,2017,2,3.0
0110,臺北市中山區,2017,3,2.0
0110,臺北市中山區,2017,4,3.0
0110,臺北市中山區,2017,5,3.0
0110,臺北市中山區,2017,6,3.0
0110,臺北市中山區,2017,7,2.0
0110,臺北市中山區,2017,8,2.0
0110,臺北市中山區,2017,9,3.0
0110,臺北市中山區,2017,10,3.0
0110,臺北市中山區,2017,11,2.0
0110,臺北市中山區,2017,12,3.0
0110,臺北市中山區,2017,13,3.0
0110,臺北市中山區,2017,14,3.0
0110,臺北市中山區,2017,15,4.0
0110,臺北市中山區,2017,16,3.0
0110,臺北市中山區,2017,17,3.0
0110,臺北市中山區,2017,18,4.0
0110,臺北市中山區,2017,19,4.0
0110,臺北市中山區,2017,20,3.0
0110,臺北市中山區,2017,21,4.0
0110,臺北市中山區,2017,22,2.0
0110,臺北市中山區,2017,23,4.0
0110,臺北市中山區,2017,24,3.0
0110,臺北市中山區,2017,25,3.0
0110,臺北市中山區,2017,26,3.0
0110,臺北市中山區,2017,27,2.0
0110,臺北市中山區,2017,28,3.0
0110,臺北市中山區,2017,29,3.0
0110,臺北市中山區,2017,30,4.0
0110,臺北市中山區,2017,31,3.0
0110,臺北市中山區,2017,32,3.0
0110,臺北市中山區,2017,33,4.0
0110,臺北市中山區,2017,34,3.0
0110,臺北市中山區,2017,35,3.0
0110,臺北市中山區,2017,36,3.0
0110,臺北市中山區,2017,37,3.0
0110,臺北市中山區,2017,38,5.0
0110,臺北市中山區,2017,39,4.0
0110,臺北市中山區,2017,40,3.0
0110,臺北市中山區,2017,41,2.0
0110,臺北市中山區,2017,42,2.0
0110,臺北市中山區,2017,43,2.0
0110,臺北市中山區,2017,44,2.0
0110,臺北市中山區,2017,45,2.0
0110,臺北市中山區,2017,46,3.0
0110,臺北市中山區,2017,47,2.0
0110,臺北市中山區,2017,48,2.0
0110,臺北市中山區,2017,49,3.0
0110,臺北市中山區,2017,50,3.0
0110,臺北市中山區,2017,51,2.0
0110,臺北市中山區,2017,52,3.0
0110,臺北市中山區,2018,1,2.0
0110,臺北市中山區,2018,2,2.0
0110,臺北市中山區,2018,3,4.0
0110,臺北市中山區,2018,4,2.0
0110,臺北市中山區,2018,5,2.0
0110,臺北市中山區,2018,6,2.0
0110,臺北市中山區,2018,7,3.0
0110,臺北市中山區,2018,8,2.0
0110,臺北市中山區,2018,9,4.0
0110,臺北市中山區,2018,10,2.0
0110,臺北市中山區,2018,11,3.0
0110,臺北市中山區,2018,12,2.0
0110,臺北市中山區,2018,13,2.0
0110,臺北市中山區,2018,14,2.0
0110,臺北市中山區,2018,15,3.0
0110,臺北市中山區,2018,16,2.0
0110,臺北市中山區,2018,17,3.0
0110,臺北市中山區,2018,18,3.0
0110,臺北市中山區,2018,19,3.0
0110,臺北市中山區,2018,20,5.0
0110,臺北市中山區,2018,21,4.0
0110,臺北市中山區,2018,22,3.0
0110,臺北市中山區,2018,23,3.0
0110,臺北市中山區,2018,24,2.0
0110,臺北市中山區,2018,25,3.0
0110,臺北市中山區,2018,26,4.0
0110,臺北市中山區,2018,27,3.0
0110,臺北市中山區,2018,28,2.0
0110,臺北市中山區,2018,29,2.0
0110,臺北市中山區,2018,30,3.0
0110,臺北市中山區,2018,31,3.0
0110,臺北市中山區,2018,32,3.0
0110,臺北市中山區,2018,33,3.0
0110,臺北市中山區,2018,34,2.0
0110,臺北市中山區,2018,35,2.0
0110,臺北市中山區,2018,36,3.0
0110,臺北市中山區,2018,37,2.0
0110,臺北市中山區,2018,38,2.0
0110,臺北市中山區,2018,39,2.0
0110,臺北市中山區,2018,40,2.0
0110,臺北市中山區,2018,41,2.0
0110,臺北市中山區,2018,42,2.0
0110,臺北市中山區,2018,43,2.0
0110,臺北市中山區,2018,44,2.0
0110,臺北市中山區,2018,45,3.0
0110,臺北市中山區,2018,46,3.0
0110,臺北市中山區,2018,47,2.0
0110,臺北市中山區,2018,48,2.0
0110,臺北市中山區,2018,49,2.0
0110,臺北市中山區,2018,50,2.0
0110,臺北市中山區,2018,51,3.0
0110,臺北市中山區,2018,52,2.0
0110,臺北市中山區,2019,1,2.0
0110,臺北市中山區,2019,2,2.0
0110,臺北市中山區,2019,3,2.0
0110,臺北市中山區,2019,4,2.0
0110,臺北市中山區,2019,5,2.0
0110,臺北市中山區,2019,6,2.0
0110,臺北市中山區,2019,7,2.0
0110,臺北市中山區,2019,8,3.0
0110,臺北市中山區,2019,9,2.0
0110,臺北市中山區,2019,10,2.0
0110,臺北市中山區,2019,11,2.0
0110,臺北市中山區,2019,12,2.0
0110,臺北市中山區,2019,13,3.0
0110,臺北市中山區,2019,14,3.0
0110,臺北市中山區,2019,15,2.0
0110,臺北市中山區,2019,16,3.0
0110,臺北市中山區,2019,17,3.0
0110,臺北市中山區,2019,18,2.0
0110,臺北市中山區,2019,19,2.0
0110,臺北市中山區,2019,20,3.0
0110,臺北市中山區,2019,21,2.0
0110,臺北市中山區,2019,22,2.0
0110,臺北市中山區,2019,23,2.0
0110,臺北市中山區,2019,24,2.0
0110,臺北市中山區,2019,25,2.0
0110,臺北市中山區,2019,26,2.0
0110,臺北市中山區,2019,27,2.0
0110,臺北市中山區,2019,28,2.0
0110,臺北市中山區,2019,29,2.0
0110,臺北市中山區,2019,30,2.0
0110,臺北市中山區,2019,31,2.0
0110,臺北市中山區,2019,32,2.0
0110,臺北市中山區,2019,33,2.0
0110,臺北市中山區,2019,34,2.0
0110,臺北市中山區,2019,35,2.0
0110,臺北市中山區,2019,36,2.0
0110,臺北市中山區,2019,37,2.0
0110,臺北市中山區,2019,38,2.0
0110,臺北市中山區,2019,39,2.0
0110,臺北市中山區,2019,40,2.0
0110,臺北市中山區,2019,41,2.0
0110,臺北市中山區,2019,42,1.0
0110,臺北市中山區,2019,43,2.0
0110,臺北市中山區,2019,44,2.0
0110,臺北市中山區,2019,45,2.0
0110,臺北市中山區,2019,46,2.0
0110,臺北市中山區,2019,47,2.0
0110,臺北市中山區,2019,48,2.0
0110,臺北市中山區,2019,49,2.0
0110,臺北市中山區,2019,50,3.0
0110,臺北市中山區,2019,51,2.0
0110,臺北市中山區,2019,52,2.0
0111,臺北市內湖區,2015,1,3.0
0111,臺北市內湖區,2015,2,3.0
0111,臺北市內湖區,2015,3,3.0
0111,臺北市內湖區,2015,4,4.0
0111,臺北市內湖區,2015,5,2.0
0111,臺北市內湖區,2015,6,3.0
0111,臺北市內湖區,2015,7,3.0
0111,臺北市內湖區,2015,8,3.0
0111,臺北市內湖區,2015,9,3.0
0111,臺北市內湖區,2015,10,2.0
0111,臺北市內湖區,2015,11,5.5
0111,臺北市內湖區,2015,12,3.0
0111,臺北市內湖區,2015,13,4.0
0111,臺北市內湖區,2015,14,4.0
0111,臺北市內湖區,2015,15,3.0
0111,臺北市內湖區,2015,16,4.0
0111,臺北市內湖區,2015,17,3.5
0111,臺北市內湖區,2015,18,4.0
0111,臺北市內湖區,2015,19,4.0
0111,臺北市內湖區,2015,20,4.5
0111,臺北市內湖區,2015,21,3.0
0111,臺北市內湖區,2015,22,3.0
0111,臺北市內湖區,2015,23,4.0
0111,臺北市內湖區,2015,24,4.0
0111,臺北市內湖區,2015,25,4.0
0111,臺北市內湖區,2015,26,3.0
0111,臺北市內湖區,2015,27,2.5
0111,臺北市內湖區,2015,28,4.0
0111,臺北市內湖區,2015,29,5.0
0111,臺北市內湖區,2015,30,3.0
0111,臺北市內湖區,2015,31,5.0
0111,臺北市內湖區,2015,32,3.0
0111,臺北市內湖區,2015,33,3.0
0111,臺北市內湖區,2015,34,3.0
0111,臺北市內湖區,2015,35,3.0
0111,臺北市內湖區,2015,36,3.0
0111,臺北市內湖區,2015,37,2.5
0111,臺北市內湖區,2015,38,4.0
0111,臺北市內湖區,2015,39,3.0
0111,臺北市內湖區,2015,40,3.0
0111,臺北市內湖區,2015,41,3.0
0111,臺北市內湖區,2015,42,3.0
0111,臺北市內湖區,2015,43,3.0
0111,臺北市內湖區,2015,44,3.0
0111,臺北市內湖區,2015,45,4.0
0111,臺北市內湖區,2015,46,3.5
0111,臺北市內湖區,2015,47,2.5
0111,臺北市內湖區,2015,48,3.0
0111,臺北市內湖區,2015,49,3.0
0111,臺北市內湖區,2015,50,3.0
0111,臺北市內湖區,2015,51,4.0
0111,臺北市內湖區,2015,52,2.5
0111,臺北市內湖區,2016,1,3.0
0111,臺北市內湖區,2016,2,3.0
0111,臺北市內湖區,2016,3,2.0
0111,臺北市內湖區,2016,4,2.5
0111,臺北市內湖區,2016,5,2.0
0111,臺北市內湖區,2016,6,3.0
0111,臺北市內湖區,2016,7,2.0
0111,臺北市內湖區,2016,8,2.0
0111,臺北市內湖區,2016,9,2.0
0111,臺北市內湖區,2016,10,3.0
0111,臺北市內湖區,2016,11,2.0
0111,臺北市內湖區,2016,12,2.0
0111,臺北市內湖區,2016,13,3.0
0111,臺北市內湖區,2016,14,4.0
0111,臺北市內湖區,2016,15,4.0
0111,臺北市內湖區,2016,16,3.0
0111,臺北市內湖區,2016,17,4.0
0111,臺北市內湖區,2016,18,4.0
0111,臺北市內湖區,2016,19,4.0
0111,臺北市內湖區,2016,20,2.0
0111,臺北市內湖區,2016,21,5.0
0111,臺北市內湖區,2016,22,3.0
0111,臺北市內湖區,2016,23,3.0
0111,臺北市內湖區,2016,24,3.0
0111,臺北市內湖區,2016,25,4.0
0111,臺北市內湖區,2016,26,4.0
0111,臺北市內湖區,2016,27,2.5
0111,臺北市內湖區,2016,28,2.5
0111,臺北市內湖區,2016,29,2.5
0111,臺北市內湖區,2016,30,5.0
0111,臺北市內湖區,2016,31,3.0
0111,臺北市內湖區,2016,32,3.0
0111,臺北市內湖區,2016,33,3.0
0111,臺北市內湖區,2016,34,3.5
0111,臺北市內湖區,2016,35,3.0
0111,臺北市內湖區,2016,36,3.0
0111,臺北市內湖區,2016,37,2.0
0111,臺北市內湖區,2016,38,2.0
0111,臺北市內湖區,2016,39,2.0
0111,臺北市內湖區,2016,40,2.0
0111,臺北市內湖區,2016,41,2.0
0111,臺北市內湖區,2016,42,2.0
0111,臺北市內湖區,2016,43,4.0
0111,臺北市內湖區,2016,44,3.0
0111,臺北市內湖區,2016,45,3.0
0111,臺北市內湖區,2016,46,4.0
0111,臺北市內湖區,2016,47,3.0
0111,臺北市內湖區,2016,48,2.0
0111,臺北市內湖區,2016,49,3.0
0111,臺北市內湖區,2016,50,2.0
0111,臺北市內湖區,2016,51,2.0
0111,臺北市內湖區,2016,52,2.0
0111,臺北市內湖區,2017,1,3.0
0111,臺北市內湖區,2017,2,3.0
0111,臺北市內湖區,2017,3,2.0
0111,臺北市內湖區,2017,4,2.0
0111,臺北市內湖區,2017,5,2.0
0111,臺北市內湖區,2017,6,2.0
0111,臺北市內湖區,2017,7,3.0
0111,臺北市內湖區,2017,8,2.0
0111,臺北市內湖區,2017,9,3.0
0111,臺北市內湖區,2017,10,3.0
0111,臺北市內湖區,2017,11,2.5
0111,臺北市內湖區,2017,12,3.5
0111,臺北市內湖區,2017,13,2.5
0111,臺北市內湖區,2017,14,3.5
0111,臺北市內湖區,2017,15,4.0
0111,臺北市內湖區,2017,16,2.5
0111,臺北市內湖區,2017,17,3.0
0111,臺北市內湖區,2017,18,4.0
0111,臺北市內湖區,2017,19,3.5
0111,臺北市內湖區,2017,20,3.0
0111,臺北市內湖區,2017,21,3.0
0111,臺北市內湖區,2017,22,2.0
0111,臺北市內湖區,2017,23,4.0
0111,臺北市內湖區,2017,24,3.0
0111,臺北市內湖區,2017,25,3.0
0111,臺北市內湖區,2017,26,4.0
0111,臺北市內湖區,2017,27,3.0
0111,臺北市內湖區,2017,28,4.0
0111,臺北市內湖區,2017,29,3.0
0111,臺北市內湖區,2017,30,3.5
0111,臺北市內湖區,2017,31,3.5
0111,臺北市內湖區,2017,32,3.0
0111,臺北市內湖區,2017,33,5.0
0111,臺北市內湖區,2017,34,3.0
0111,臺北市內湖區,2017,35,3.0
0111,臺北市內湖區,2017,36,4.0
0111,臺北市內湖區,2017,37,3.0
0111,臺北市內湖區,2017,38,5.0
0111,臺北市內湖區,2017,39,4.0
0111,臺北市內湖區,2017,40,3.5
0111,臺北市內湖區,2017,41,2.5
0111,臺北市內湖區,2017,42,2.0
0111,臺北市內湖區,2017,43,2.0
0111,臺北市內湖區,2017,44,2.0
0111,臺北市內湖區,2017,45,2.0
0111,臺北市內湖區,2017,46,3.0
0111,臺北市內湖區,2017,47,2.0
0111,臺北市內湖區,2017,48,2.0
0111,臺北市內湖區,2017,49,3.0
0111,臺北市內湖區,2017,50,2.0
0111,臺北市內湖區,2017,51,2.5
0111,臺北市內湖區,2017,52,3.0
0111,臺北市內湖區,2018,1,2.0
0111,臺北市內湖區,2018,2,2.0
0111,臺北市內湖區,2018,3,3.0
0111,臺北市內湖區,2018,4,2.0
0111,臺北市內湖區,2018,5,2.0
0111,臺北市內湖區,2018,6,2.0
0111,臺北市內湖區,2018,7,2.5
0111,臺北市內湖區,2018,8,2.0
0111,臺北市內湖區,2018,9,3.0
0111,臺北市內湖區,2018,10,2.0
0111,臺北市內湖區,2018,11,2.5
0111,臺北市內湖區,2018,12,2.0
0111,臺北市內湖區,2018,13,2.0
0111,臺北市內湖區,2018,14,2.0
