ID,town,year,week,NO2
0101,臺北市松山區,2016,28,18.0
0101,臺北市松山區,2016,29,21.0
0101,臺北市松山區,2016,30,20.0
0101,臺北市松山區,2016,31,16.0
0101,臺北市松山區,2016,32,16.0
0101,臺北市松山區,2016,33,16.0
0101,臺北市松山區,2016,34,17.0
0101,臺北市松山區,2016,35,22.0
0101,臺北市松山區,2016,36,20.0
0101,臺北市松山區,2016,37,16.0
0101,臺北市松山區,2016,38,16.0
0101,臺北市松山區,2016,39,13.0
0101,臺北市松山區,2016,40,14.0
0101,臺北市松山區,2016,41,19.0
0101,臺北市松山區,2016,42,11.0
0101,臺北市松山區,2016,43,23.0
0101,臺北市松山區,2016,44,18.0
0101,臺北市松山區,2016,45,22.0
0101,臺北市松山區,2016,46,25.0
0101,臺北市松山區,2016,47,23.0
0101,臺北市松山區,2016,48,19.0
0101,臺北市松山區,2016,49,20.0
0101,臺北市松山區,2016,50,21.0
0101,臺北市松山區,2016,51,22.0
0101,臺北市松山區,2016,52,20.0
0101,臺北市松山區,2017,1,25.0
0101,臺北市松山區,2017,2,21.0
0101,臺北市松山區,2017,3,22.0
0101,臺北市松山區,2017,4,19.0
0101,臺北市松山區,2017,5,20.0
0101,臺北市松山區,2017,6,18.0
0101,臺北市松山區,2017,7,26.0
0101,臺北市松山區,2017,8,25.0
0101,臺北市松山區,2017,9,27.0
0101,臺北市松山區,2017,10,30.0
0101,臺北市松山區,2017,11,25.0
0101,臺北市松山區,2017,12,24.0
0101,臺北市松山區,2017,13,28.0
0101,臺北市松山區,2017,14,28.0
0101,臺北市松山區,2017,15,28.0
0101,臺北市松山區,2017,16,25.0
0101,臺北市松山區,2017,17,28.0
0101,臺北市松山區,2017,18,23.0
0101,臺北市松山區,2017,19,23.0
0101,臺北市松山區,2017,20,19.0
0101,臺北市松山區,2017,21,20.0
0101,臺北市松山區,2017,22,19.0
0101,臺北市松山區,2017,23,22.0
0101,臺北市松山區,2017,24,23.0
0101,臺北市松山區,2017,25,22.0
0101,臺北市松山區,2017,26,21.0
0101,臺北市松山區,2017,27,19.0
0101,臺北市松山區,2017,28,21.0
0101,臺北市松山區,2017,29,16.0
0101,臺北市松山區,2017,30,17.0
0101,臺北市松山區,2017,31,22.0
0101,臺北市松山區,2017,32,18.0
0101,臺北市松山區,2017,33,20.0
0101,臺北市松山區,2017,34,14.0
0101,臺北市松山區,2017,35,15.0
0101,臺北市松山區,2017,36,21.0
0101,臺北市松山區,2017,37,22.0
0101,臺北市松山區,2017,38,22.0
0101,臺北市松山區,2017,39,22.0
0101,臺北市松山區,2017,40,18.0
0101,臺北市松山區,2017,41,12.0
0101,臺北市松山區,2017,42,19.0
0101,臺北市松山區,2017,43,24.0
0101,臺北市松山區,2017,44,21.0
0101,臺北市松山區,2017,45,17.0
0101,臺北市松山區,2017,46,22.0
0101,臺北市松山區,2017,47,21.0
0101,臺北市松山區,2017,48,19.0
0101,臺北市松山區,2017,49,22.0
0101,臺北市松山區,2017,50,21.0
0101,臺北市松山區,2017,51,21.0
0101,臺北市松山區,2017,52,21.0
0101,臺北市松山區,2018,1,19.0
0101,臺北市松山區,2018,2,22.0
0101,臺北市松山區,2018,3,26.0
0101,臺北市松山區,2018,4,18.0
0101,臺北市松山區,2018,5,21.0
0101,臺北市松山區,2018,6,27.0
0101,臺北市松山區,2018,7,25.0
0101,臺北市松山區,2018,8,23.0
0101,臺北市松山區,2018,9,32.0
0101,臺北市松山區,2018,10,19.0
0101,臺北市松山區,2018,11,28.0
0101,臺北市松山區,2018,12,20.0
0101,臺北市松山區,2018,13,18.0
0101,臺北市松山區,2018,14,18.0
0101,臺北市松山區,2018,15,25.0
0101,臺北市松山區,2018,16,21.0
0101,臺北市松山區,2018,17,21.0
0101,臺北市松山區,2018,18,22.0
0101,臺北市松山區,2018,19,21.0
0101,臺北市松山區,2018,20,22.0
0101,臺北市松山區,2018,21,21.0
0101,臺北市松山區,2018,22,17.0
0101,臺北市松山區,2018,23,14.0
0101,臺北市松山區,2018,24,18.0
0101,臺北市松山區,2018,25,18.0
0101,臺北市松山區,2018,26,18.0
0101,臺北市松山區,2018,27,17.0
0101,臺北市松山區,2018,28,8.0
0101,臺北市松山區,2018,29,9.0
0101,臺北市松山區,2018,30,18.0
0101,臺北市松山區,2018,31,18.0
0101,臺北市松山區,2018,32,16.0
0101,臺北市松山區,2018,33,20.0
0101,臺北市松山區,2018,34,17.0
0101,臺北市松山區,2018,35,20.0
0101,臺北市松山區,2018,36,19.0
0101,臺北市松山區,2018,37,11.0
0101,臺北市松山區,2018,38,15.0
0101,臺北市松山區,2018,39,18.0
0101,臺北市松山區,2018,40,20.0
0101,臺北市松山區,2018,41,19.0
0101,臺北市松山區,2018,42,21.0
0101,臺北市松山區,2018,43,21.0
0101,臺北市松山區,2018,44,20.0
0101,臺北市松山區,2018,45,21.0
0101,臺北市松山區,2018,46,19.0
0101,臺北市松山區,2018,47,20.0
0101,臺北市松山區,2018,48,24.0
0101,臺北市松山區,2018,49,22.0
0101,臺北市松山區,2018,50,19.0
0101,臺北市松山區,2018,51,26.0
0101,臺北市松山區,2018,52,17.0
0101,臺北市松山區,2019,1,19.0
0101,臺北市松山區,2019,2,22.0
0101,臺北市松山區,2019,3,24.0
0101,臺北市松山區,2019,4,22.0
0101,臺北市松山區,2019,5,26.0
0101,臺北市松山區,2019,6,15.0
0101,臺北市松山區,2019,7,19.0
0101,臺北市松山區,2019,8,21.0
0101,臺北市松山區,2019,9,22.0
0101,臺北市松山區,2019,10,26.0
0101,臺北市松山區,2019,11,22.0
0101,臺北市松山區,2019,12,23.0
0101,臺北市松山區,2019,13,22.0
0101,臺北市松山區,2019,14,25.0
0101,臺北市松山區,2019,15,21.0
0101,臺北市松山區,2019,16,27.0
0101,臺北市松山區,2019,17,20.0
0101,臺北市松山區,2019,18,20.0
0101,臺北市松山區,2019,19,19.0
0101,臺北市松山區,2019,20,21.0
0101,臺北市松山區,2019,21,18.0
0101,臺北市松山區,2019,22,18.0
0101,臺北市松山區,2019,23,19.0
0101,臺北市松山區,2019,24,21.0
0101,臺北市松山區,2019,25,19.0
0101,臺北市松山區,2019,26,18.0
0101,臺北市松山區,2019,27,17.0
0101,臺北市松山區,2019,28,16.0
0101,臺北市松山區,2019,29,15.0
0101,臺北市松山區,2019,30,18.0
0101,臺北市松山區,2019,31,8.0
0101,臺北市松山區,2019,32,12.0
0101,臺北市松山區,2019,33,18.0
0101,臺北市松山區,2019,34,13.0
0101,臺北市松山區,2019,35,10.0
0101,臺北市松山區,2019,36,15.0
0101,臺北市松山區,2019,37,12.0
0101,臺北市松山區,2019,38,20.0
0101,臺北市松山區,2019,39,15.0
0101,臺北市松山區,2019,40,18.0
0101,臺北市松山區,2019,41,15.0
0101,臺北市松山區,2019,42,16.0
0101,臺北市松山區,2019,43,18.0
0101,臺北市松山區,2019,44,17.0
0101,臺北市松山區,2019,45,18.0
0101,臺北市松山區,2019,46,22.0
0101,臺北市松山區,2019,47,19.0
0101,臺北市松山區,2019,48,18.0
0101,臺北市松山區,2019,49,20.0
0101,臺北市松山區,2019,50,23.0
0101,臺北市松山區,2019,51,23.0
0101,臺北市松山區,2019,52,22.0
0110,臺北市中山區,2015,1,30.0
0110,臺北市中山區,2015,2,25.0
0110,臺北市中山區,2015,3,26.0
0110,臺北市中山區,2015,4,35.0
0110,臺北市中山區,2015,5,22.0
0110,臺北市中山區,2015,6,30.0
0110,臺北市中山區,2015,7,32.0
0110,臺北市中山區,2015,8,26.0
0110,臺北市中山區,2015,9,25.0
0110,臺北市中山區,2015,10,25.0
0110,臺北市中山區,2015,11,36.0
0110,臺北市中山區,2015,12,25.0
0110,臺北市中山區,2015,13,34.0
0110,臺北市中山區,2015,14,24.0
0110,臺北市中山區,2015,15,34.0
0110,臺北市中山區,2015,16,31.0
0110,臺北市中山區,2015,17,24.0
0110,臺北市中山區,2015,18,31.0
0110,臺北市中山區,2015,19,30.0
0110,臺北市中山區,2015,20,26.0
0110,臺北市中山區,2015,21,29.0
0110,臺北市中山區,2015,22,24.0
0110,臺北市中山區,2015,23,24.0
0110,臺北市中山區,2015,24,26.0
0110,臺北市中山區,2015,25,24.0
0110,臺北市中山區,2015,26,23.0
0110,臺北市中山區,2015,27,17.0
0110,臺北市中山區,2015,28,20.0
0110,臺北市中山區,2015,29,23.0
0110,臺北市中山區,2015,30,23.0
0110,臺北市中山區,2015,31,24.0
0110,臺北市中山區,2015,32,18.0
0110,臺北市中山區,2015,33,22.0
0110,臺北市中山區,2015,34,17.0
0110,臺北市中山區,2015,35,29.0
0110,臺北市中山區,2015,36,23.0
0110,臺北市中山區,2015,37,20.0
0110,臺北市中山區,2015,38,25.0
0110,臺北市中山區,2015,39,23.0
0110,臺北市中山區,2015,40,18.0
0110,臺北市中山區,2015,41,26.0
0110,臺北市中山區,2015,42,21.0
0110,臺北市中山區,2015,43,23.0
0110,臺北市中山區,2015,44,22.0
0110,臺北市中山區,2015,45,26.0
0110,臺北市中山區,2015,46,27.0
0110,臺北市中山區,2015,47,21.0
0110,臺北市中山區,2015,48,23.0
0110,臺北市中山區,2015,49,22.0
0110,臺北市中山區,2015,50,24.0
0110,臺北市中山區,2015,51,27.0
0110,臺北市中山區,2015,52,26.0
0110,臺北市中山區,2016,1,30.0
0110,臺北市中山區,2016,2,27.0
0110,臺北市中山區,2016,3,30.0
0110,臺北市中山區,2016,4,26.0
0110,臺北市中山區,2016,5,27.0
0110,臺北市中山區,2016,6,27.0
0110,臺北市中山區,2016,7,26.0
0110,臺北市中山區,2016,8,28.0
0110,臺北市中山區,2016,9,29.0
0110,臺北市中山區,2016,10,32.0
0110,臺北市中山區,2016,11,34.0
0110,臺北市中山區,2016,12,33.0
0110,臺北市中山區,2016,13,39.0
0110,臺北市中山區,2016,14,34.0
0110,臺北市中山區,2016,15,30.0
0110,臺北市中山區,2016,16,32.0
0110,臺北市中山區,2016,17,27.0
0110,臺北市中山區,2016,18,30.0
0110,臺北市中山區,2016,19,27.0
0110,臺北市中山區,2016,20,22.0
0110,臺北市中山區,2016,21,25.0
0110,臺北市中山區,2016,22,24.0
0110,臺北市中山區,2016,23,24.0
0110,臺北市中山區,2016,24,23.0
0110,臺北市中山區,2016,25,24.0
0110,臺北市中山區,2016,26,24.0
0110,臺北市中山區,2016,27,18.0
0110,臺北市中山區,2016,28,22.0
0110,臺北市中山區,2016,29,23.0
0110,臺北市中山區,2016,30,23.0
0110,臺北市中山區,2016,31,18.0
0110,臺北市中山區,2016,32,19.0
0110,臺北市中山區,2016,33,18.0
0110,臺北市中山區,2016,34,19.0
0110,臺北市中山區,2016,35,25.0
0110,臺北市中山區,2016,36,22.0
0110,臺北市中山區,2016,37,19.0
0110,臺北市中山區,2016,38,19.0
0110,臺北市中山區,2016,39,16.0
0110,臺北市中山區,2016,40,16.0
0110,臺北市中山區,2016,41,23.0
0110,臺北市中山區,2016,42,14.0
0110,臺北市中山區,2016,43,27.0
0110,臺北市中山區,2016,44,20.0
0110,臺北市中山區,2016,45,25.0
0110,臺北市中山區,2016,46,27.0
0110,臺北市中山區,2016,47,26.0
0110,臺北市中山區,2016,48,23.0
0110,臺北市中山區,2016,49,23.0
0110,臺北市中山區,2016,50,24.0
0110,臺北市中山區,2016,51,25.0
0110,臺北市中山區,2016,52,24.0
0110,臺北市中山區,2017,1,28.0
0110,臺北市中山區,2017,2,24.0
0110,臺北市中山區,2017,3,25.0
0110,臺北市中山區,2017,4,22.0
0110,臺北市中山區,2017,5,23.0
0110,臺北市中山區,2017,6,21.0
0110,臺北市中山區,2017,7,29.0
0110,臺北市中山區,2017,8,30.0
0110,臺北市中山區,2017,9,30.0
0110,臺北市中山區,2017,10,32.0
0110,臺北市中山區,2017,11,27.0
0110,臺北市中山區,2017,12,27.0
0110,臺北市中山區,2017,13,32.0
0110,臺北市中山區,2017,14,30.0
0110,臺北市中山區,2017,15,31.0
0110,臺北市中山區,2017,16,26.0
0110,臺北市中山區,2017,17,32.0
0110,臺北市中山區,2017,18,24.0
0110,臺北市中山區,2017,19,26.0
0110,臺北市中山區,2017,20,22.0
0110,臺北市中山區,2017,21,22.0
0110,臺北市中山區,2017,22,22.0
0110,臺北市中山區,2017,23,24.0
0110,臺北市中山區,2017,24,25.0
0110,臺北市中山區,2017,25,24.0
0110,臺北市中山區,2017,26,23.0
0110,臺北市中山區,2017,27,21.0
0110,臺北市中山區,2017,28,24.0
0110,臺北市中山區,2017,29,18.0
0110,臺北市中山區,2017,30,20.0
0110,臺北市中山區,2017,31,24.0
0110,臺北市中山區,2017,32,20.0
0110,臺北市中山區,2017,33,23.0
0110,臺北市中山區,2017,34,17.0
0110,臺北市中山區,2017,35,18.0
0110,臺北市中山區,2017,36,25.0
0110,臺北市中山區,2017,37,25.0
0110,臺北市中山區,2017,38,26.0
0110,臺北市中山區,2017,39,24.0
0110,臺北市中山區,2017,40,21.0
0110,臺北市中山區,2017,41,14.0
0110,臺北市中山區,2017,42,24.0
0110,臺北市中山區,2017,43,28.0
0110,臺北市中山區,2017,44,23.0
0110,臺北市中山區,2017,45,20.0
0110,臺北市中山區,2017,46,24.0
0110,臺北市中山區,2017,47,24.0
0110,臺北市中山區,2017,48,22.0
0110,臺北市中山區,2017,49,24.0
0110,臺北市中山區,2017,50,24.0
0110,臺北市中山區,2017,51,24.0
0110,臺北市中山區,2017,52,24.0
0110,臺北市中山區,2018,1,22.0
0110,臺北市中山區,2018,2,26.0
0110,臺北市中山區,2018,3,28.0
0110,臺北市中山區,2018,4,21.0
0110,臺北市中山區,2018,5,25.0
0110,臺北市中山區,2018,6,29.0
0110,臺北市中山區,2018,7,28.0
0110,臺北市中山區,2018,8,25.0
0110,臺北市中山區,2018,9,34.0
0110,臺北市中山區,2018,10,21.0
0110,臺北市中山區,2018,11,31.0
0110,臺北市中山區,2018,12,23.0
0110,臺北市中山區,2018,13,20.0
0110,臺北市中山區,2018,14,20.0
0110,臺北市中山區,2018,15,28.0
0110,臺北市中山區,2018,16,24.0
0110,臺北市中山區,2018,17,24.0
0110,臺北市中山區,2018,18,26.0
0110,臺北市中山區,2018,19,23.0
0110,臺北市中山區,2018,20,24.0
0110,臺北市中山區,2018,21,24.0
0110,臺北市中山區,2018,22,19.0
0110,臺北市中山區,2018,23,16.0
0110,臺北市中山區,2018,24,21.0
0110,臺北市中山區,2018,25,21.0
0110,臺北市中山區,2018,26,20.0
0110,臺北市中山區,2018,27,19.0
0110,臺北市中山區,2018,28,10.0
0110,臺北市中山區,2018,29,10.0
0110,臺北市中山區,2018,30,21.0
0110,臺北市中山區,2018,31,21.0
0110,臺北市中山區,2018,32,18.0
0110,臺北市中山區,2018,33,22.0
0110,臺北市中山區,2018,34,20.0
0110,臺北市中山區,2018,35,22.0
0110,臺北市中山區,2018,36,22.0
0110,臺北市中山區,2018,37,13.0
0110,臺北市中山區,2018,38,18.0
0110,臺北市中山區,2018,39,20.0
0110,臺北市中山區,2018,40,23.0
0110,臺北市中山區,2018,41,22.0
0110,臺北市中山區,2018,42,24.0
0110,臺北市中山區,2018,43,24.0
0110,臺北市中山區,2018,44,23.0
0110,臺北市中山區,2018,45,24.0
0110,臺北市中山區,2018,46,22.0
0110,臺北市中山區,2018,47,22.0
0110,臺北市中山區,2018,48,27.0
0110,臺北市中山區,2018,49,23.0
0110,臺北市中山區,2018,50,21.0
0110,臺北市中山區,2018,51,29.0
0110,臺北市中山區,2018,52,20.0
0110,臺北市中山區,2019,1,22.0
0110,臺北市中山區,2019,2,24.0
0110,臺北市中山區,2019,3,27.0
0110,臺北市中山區,2019,4,26.0
0110,臺北市中山區,2019,5,28.0
0110,臺北市中山區,2019,6,17.0
0110,臺北市中山區,2019,7,22.0
0110,臺北市中山區,2019,8,24.0
0110,臺北市中山區,2019,9,25.0
0110,臺北市中山區,2019,10,29.0
0110,臺北市中山區,2019,11,27.0
0110,臺北市中山區,2019,12,26.0
0110,臺北市中山區,2019,13,26.0
0110,臺北市中山區,2019,14,28.0
0110,臺北市中山區,2019,15,24.0
0110,臺北市中山區,2019,16,30.0
0110,臺北市中山區,2019,17,22.0
0110,臺北市中山區,2019,18,23.0
0110,臺北市中山區,2019,19,22.0
0110,臺北市中山區,2019,20,24.0
0110,臺北市中山區,2019,21,23.0
0110,臺北市中山區,2019,22,22.0
0110,臺北市中山區,2019,23,22.0
0110,臺北市中山區,2019,24,25.0
0110,臺北市中山區,2019,25,22.0
0110,臺北市中山區,2019,26,21.0
0110,臺北市中山區,2019,27,20.0
0110,臺北市中山區,2019,28,19.0
0110,臺北市中山區,2019,29,18.0
0110,臺北市中山區,2019,30,20.0
0110,臺北市中山區,2019,31,10.0
0110,臺北市中山區,2019,32,13.0
0110,臺北市中山區,2019,33,21.0
0110,臺北市中山區,2019,34,15.0
0110,臺北市中山區,2019,35,12.0
0110,臺北市中山區,2019,36,16.0
0110,臺北市中山區,2019,37,14.0
0110,臺北市中山區,2019,38,24.0
0110,臺北市中山區,2019,39,18.0
0110,臺北市中山區,2019,40,20.0
0110,臺北市中山區,2019,41,18.0
0110,臺北市中山區,2019,42,20.0
0110,臺北市中山區,2019,43,21.0
0110,臺北市中山區,2019,44,19.0
0110,臺北市中山區,2019,45,22.0
0110,臺北市中山區,2019,46,26.0
0110,臺北市中山區,2019,47,22.0
0110,臺北市中山區,2019,48,22.0
0110,臺北市中山區,2019,49,24.0
0110,臺北市中山區,2019,50,27.0
0110,臺北市中山區,2019,51,25.0
0110,臺北市中山區,2019,52,25.0
0111,臺北市內湖區,2015,1,24.5
0111,臺北市內湖區,2015,2,18.5
0111,臺北市內湖區,2015,3,21.0
0111,臺北市內湖區,2015,4,29.0
0111,臺北市內湖區,2015,5,18.5
0111,臺北市內湖區,2015,6,24.0
0111,臺北市內湖區,2015,7,25.5
0111,臺北市內湖區,2015,8,21.5
0111,臺北市內湖區,2015,9,20.0
0111,臺北市內湖區,2015,10,19.5
0111,臺北市內湖區,2015,11,30.5
0111,臺北市內湖區,2015,12,19.5
0111,臺北市內湖區,2015,13,27.5
0111,臺北市內湖區,2015,14,19.0
0111,臺北市內湖區,2015,15,26.5
0111,臺北市內湖區,2015,16,26.0
0111,臺北市內湖區,2015,17,19.5
0111,臺北市內湖區,2015,18,25.5
0111,臺北市內湖區,2015,19,24.0
0111,臺北市內湖區,2015,20,23.0
0111,臺北市內湖區,2015,21,24.5
0111,臺北市內湖區,2015,22,20.5
0111,臺北市內湖區,2015,23,20.5
0111,臺北市內湖區,2015,24,22.5
0111,臺北市內湖區,2015,25,19.0
0111,臺北市內湖區,2015,26,18.5
0111,臺北市內湖區,2015,27,13.0
0111,臺北市內湖區,2015,28,15.5
0111,臺北市內湖區,2015,29,18.0
0111,臺北市內湖區,2015,30,21.0
0111,臺北市內湖區,2015,31,20.5
0111,臺北市內湖區,2015,32,14.5
0111,臺北市內湖區,2015,33,18.5
0111,臺北市內湖區,2015,34,13.0
0111,臺北市內湖區,2015,35,23.5
0111,臺北市內湖區,2015,36,19.0
0111,臺北市內湖區,2015,37,15.0
0111,臺北市內湖區,2015,38,18.5
0111,臺北市內湖區,2015,39,18.5
0111,臺北市內湖區,2015,40,14.5
0111,臺北市內湖區,2015,41,19.0
0111,臺北市內湖區,2015,42,14.5
0111,臺北市內湖區,2015,43,17.0
0111,臺北市內湖區,2015,44,17.5
0111,臺北市內湖區,2015,45,19.0
0111,臺北市內湖區,2015,46,22.0
0111,臺北市內湖區,2015,47,15.0
0111,臺北市內湖區,2015,48,18.5
0111,臺北市內湖區,2015,49,17.5
0111,臺北市內湖區,2015,50,19.5
0111,臺北市內湖區,2015,51,21.5
0111,臺北市內湖區,2015,52,20.5
0111,臺北市內湖區,2016,1,26.0
0111,臺北市內湖區,2016,2,21.5
0111,臺北市內湖區,2016,3,23.5
0111,臺北市內湖區,2016,4,21.0
0111,臺北市內湖區,2016,5,21.5
0111,臺北市內湖區,2016,6,21.0
0111,臺北市內湖區,2016,7,21.5
0111,臺北市內湖區,2016,8,21.5
0111,臺北市內湖區,2016,9,23.0
0111,臺北市內湖區,2016,10,25.0
0111,臺北市內湖區,2016,11,27.5
0111,臺北市內湖區,2016,12,26.5
0111,臺北市內湖區,2016,13,30.5
0111,臺北市內湖區,2016,14,27.5
0111,臺北市內湖區,2016,15,25.5
0111,臺北市內湖區,2016,16,26.0
0111,臺北市內湖區,2016,17,21.5
0111,臺北市內湖區,2016,18,24.0
0111,臺北市內湖區,2016,19,21.5
0111,臺北市內湖區,2016,20,17.0
0111,臺北市內湖區,2016,21,20.0
0111,臺北市內湖區,2016,22,18.5
0111,臺北市內湖區,2016,23,19.0
0111,臺北市內湖區,2016,24,18.0
0111,臺北市內湖區,2016,25,20.0
0111,臺北市內湖區,2016,26,20.0
0111,臺北市內湖區,2016,27,14.0
0111,臺北市內湖區,2016,28,16.0
0111,臺北市內湖區,2016,29,19.5
0111,臺北市內湖區,2016,30,19.0
0111,臺北市內湖區,2016,31,14.5
0111,臺北市內湖區,2016,32,15.0
0111,臺北市內湖區,2016,33,14.0
0111,臺北市內湖區,2016,34,16.0
0111,臺北市內湖區,2016,35,20.0
0111,臺北市內湖區,2016,36,18.0
0111,臺北市內湖區,2016,37,14.5
0111,臺北市內湖區,2016,38,14.0
0111,臺北市內湖區,2016,39,11.5
0111,臺北市內湖區,2016,40,12.5
0111,臺北市內湖區,2016,41,16.0
0111,臺北市內湖區,2016,42,10.0
0111,臺北市內湖區,2016,43,20.5
0111,臺北市內湖區,2016,44,16.5
0111,臺北市內湖區,2016,45,20.5
0111,臺北市內湖區,2016,46,22.5
0111,臺北市內湖區,2016,47,21.5
0111,臺北市內湖區,2016,48,17.5
0111,臺北市內湖區,2016,49,18.5
0111,臺北市內湖區,2016,50,19.0
0111,臺北市內湖區,2016,51,20.0
0111,臺北市內湖區,2016,52,18.5
0111,臺北市內湖區,2017,1,23.5
0111,臺北市內湖區,2017,2,18.5
0111,臺北市內湖區,2017,3,20.0
0111,臺北市內湖區,2017,4,17.0
0111,臺北市內湖區,2017,5,18.5
0111,臺北市內湖區,2017,6,16.0
0111,臺北市內湖區,2017,7,24.0
0111,臺北市內湖區,2017,8,23.0
0111,臺北市內湖區,2017,9,24.0
0111,臺北市內湖區,2017,10,27.0
0111,臺北市內湖區,2017,11,22.5
0111,臺北市內湖區,2017,12,22.0
0111,臺北市內湖區,2017,13,25.5
0111,臺北市內湖區,2017,14,25.5
0111,臺北市內湖區,2017,15,26.5
0111,臺北市內湖區,2017,16,22.5
0111,臺北市內湖區,2017,17,25.5
0111,臺北市內湖區,2017,18,21.0
0111,臺北市內湖區,2017,19,21.5
0111,臺北市內湖區,2017,20,17.0
0111,臺北市內湖區,2017,21,18.0
0111,臺北市內湖區,2017,22,17.5
0111,臺北市內湖區,2017,23,20.0
0111,臺北市內湖區,2017,24,21.0
0111,臺北市內湖區,2017,25,20.5
0111,臺北市內湖區,2017,26,19.5
0111,臺北市內湖區,2017,27,18.0
0111,臺北市內湖區,2017,28,19.0
0111,臺北市內湖區,2017,29,14.0
0111,臺北市內湖區,2017,30,15.0
0111,臺北市內湖區,2017,31,19.5
0111,臺北市內湖區,2017,32,17.5
0111,臺北市內湖區,2017,33,18.0
0111,臺北市內湖區,2017,34,12.0
0111,臺北市內湖區,2017,35,13.0
0111,臺北市內湖區,2017,36,19.0
0111,臺北市內湖區,2017,37,19.5
0111,臺北市內湖區,2017,38,19.0
0111,臺北市內湖區,2017,39,19.5
0111,臺北市內湖區,2017,40,15.5
0111,臺北市內湖區,2017,41,11.0
0111,臺北市內湖區,2017,42,15.5
0111,臺北市內湖區,2017,43,21.0
0111,臺北市內湖區,2017,44,18.5
0111,臺北市內湖區,2017,45,15.5
0111,臺北市內湖區,2017,46,19.5
0111,臺北市內湖區,2017,47,18.5
0111,臺北市內湖區,2017,48,17.5
0111,臺北市內湖區,2017,49,19.5
0111,臺北市內湖區,2017,50,18.5
0111,臺北市內湖區,2017,51,19.5
0111,臺北市內湖區,2017,52,18.5
0111,臺北市內湖區,2018,1,17.5
0111,臺北市內湖區,2018,2,19.0
0111,臺北市內湖區,2018,3,23.5
0111,臺北市內湖區,2018,4,16.5
0111,臺北市內湖區,2018,5,18.5
0111,臺北市內湖區,2018,6,25.5
0111,臺北市內湖區,2018,7,22.5
0111,臺北市內湖區,2018,8,21.0
0111,臺北市內湖區,2018,9,29.0
0111,臺北市內湖區,2018,10,17.5
0111,臺北市內湖區,2018,11,25.5
0111,臺北市內湖區,2018,12,18.0
0111,臺北市內湖區,2018,13,16.0
0111,臺北市內湖區,2018,14,16.0
