region,year,week,case_c,pop_total,case_per_capita(‰),PM25_lag0,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag4,PM25_lag5,PM25_lag6,PM25_lag7,PM25_lag8,PM25_lag9,PM25_lag10
北北基桃竹,2016,1,1751,678519,2.58,25.45,47.18,66.7,91.24,104.88,118.68,129.35,150.81,177.42,196.24,219.8
北北基桃竹,2016,2,6594,679346,9.71,20.88,46.33,68.06,87.58,112.12,125.76,139.56,150.23,171.69,198.3,217.12
北北基桃竹,2016,3,6526,680342,9.59,22.89,43.77,69.22,90.95,110.47,135.01,148.65,162.45,173.12,194.58,221.19
北北基桃竹,2016,4,6540,679458,9.63,16.98,39.87,60.75,86.2,107.93,127.45,151.99,165.63,179.43,190.1,211.56
北北基桃竹,2016,5,7613,678519,11.22,9.76,26.74,49.63,70.51,95.96,117.69,137.21,161.75,175.39,189.19,199.86
北北基桃竹,2016,6,9842,679872,14.48,31.61,41.37,58.35,81.24,102.12,127.57,149.3,168.82,193.36,207.0,220.8
北北基桃竹,2016,7,5172,678707,7.62,17.49,49.1,58.86,75.84,98.73,119.61,145.06,166.79,186.31,210.85,224.49
北北基桃竹,2016,8,9826,679982,14.45,21.27,38.76,70.37,80.13,97.11,120.0,140.88,166.33,188.06,207.58,232.12
北北基桃竹,2016,9,8819,679661,12.98,19.79,41.06,58.55,90.16,99.92,116.9,139.79,160.67,186.12,207.85,227.37
北北基桃竹,2016,10,8351,678519,12.31,25.37,45.16,66.43,83.92,115.53,125.29,142.27,165.16,186.04,211.49,233.22
北北基桃竹,2016,11,7560,678879,11.14,19.17,44.54,64.33,85.6,103.09,134.7,144.46,161.44,184.33,205.21,230.66
北北基桃竹,2016,12,7157,679149,10.54,24.2,43.37,68.74,88.53,109.8,127.29,158.9,168.66,185.64,208.53,229.41
北北基桃竹,2016,13,6666,679675,9.81,33.19,57.39,76.56,101.93,121.72,142.99,160.48,192.09,201.85,218.83,241.72
北北基桃竹,2016,14,7643,678842,11.26,38.8,71.99,96.19,115.36,140.73,160.52,181.79,199.28,230.89,240.65,257.63
北北基桃竹,2016,15,6146,678519,9.06,22.83,61.63,94.82,119.02,138.19,163.56,183.35,204.62,222.11,253.72,263.48
北北基桃竹,2016,16,6086,679202,8.96,21.63,44.46,83.26,116.45,140.65,159.82,185.19,204.98,226.25,243.74,275.35
北北基桃竹,2016,17,5706,678519,8.41,25.96,47.59,70.42,109.22,142.41,166.61,185.78,211.15,230.94,252.21,269.7
北北基桃竹,2016,18,5543,679030,8.16,34.15,60.11,81.74,104.57,143.37,176.56,200.76,219.93,245.3,265.09,286.36
北北基桃竹,2016,19,5386,678519,7.94,19.41,53.56,79.52,101.15,123.98,162.78,195.97,220.17,239.34,264.71,284.5
北北基桃竹,2016,20,5114,678519,7.54,15.89,35.3,69.45,95.41,117.04,139.87,178.67,211.86,236.06,255.23,280.6
北北基桃竹,2016,21,5109,678842,7.53,21.18,37.07,56.48,90.63,116.59,138.22,161.05,199.85,233.04,257.24,276.41
北北基桃竹,2016,22,4682,678707,6.9,13.86,35.04,50.93,70.34,104.49,130.45,152.08,174.91,213.71,246.9,271.1
北北基桃竹,2016,23,4338,678519,6.39,14.18,28.04,49.22,65.11,84.52,118.67,144.63,166.26,189.09,227.89,261.08
北北基桃竹,2016,24,4102,678519,6.05,8.39,22.57,36.43,57.61,73.5,92.91,127.06,153.02,174.65,197.48,236.28
