region,year,week,case_c,pop_total,case_per_capita(‰),PM25_lag0,PM25_lag1,PM25_lag2,PM25_lag3,PM25_lag4,PM25_lag5,PM25_lag6,PM25_lag7,PM25_lag8,PM25_lag9,PM25_lag10
北北基桃竹,2016,1,332,623545,0.53,25.45,47.18,66.7,91.24,104.88,118.68,129.35,150.81,177.42,196.24,219.8
北北基桃竹,2016,2,741,649110,1.14,20.88,46.33,68.06,87.58,112.12,125.76,139.56,150.23,171.69,198.3,217.12
北北基桃竹,2016,3,821,658154,1.25,22.89,43.77,69.22,90.95,110.47,135.01,148.65,162.45,173.12,194.58,221.19
北北基桃竹,2016,4,967,661376,1.46,16.98,39.87,60.75,86.2,107.93,127.45,151.99,165.63,179.43,190.1,211.56
北北基桃竹,2016,5,1273,669257,1.9,9.76,26.74,49.63,70.51,95.96,117.69,137.21,161.75,175.39,189.19,199.86
北北基桃竹,2016,6,1842,669519,2.75,31.61,41.37,58.35,81.24,102.12,127.57,149.3,168.82,193.36,207.0,220.8
北北基桃竹,2016,7,1596,669109,2.39,17.49,49.1,58.86,75.84,98.73,119.61,145.06,166.79,186.31,210.85,224.49
北北基桃竹,2016,8,2485,675661,3.68,21.27,38.76,70.37,80.13,97.11,120.0,140.88,166.33,188.06,207.58,232.12
北北基桃竹,2016,9,2351,678340,3.47,19.79,41.06,58.55,90.16,99.92,116.9,139.79,160.67,186.12,207.85,227.37
北北基桃竹,2016,10,2308,676050,3.41,25.37,45.16,66.43,83.92,115.53,125.29,142.27,165.16,186.04,211.49,233.22
北北基桃竹,2016,11,2060,673206,3.06,19.17,44.54,64.33,85.6,103.09,134.7,144.46,161.44,184.33,205.21,230.66
北北基桃竹,2016,12,1786,677846,2.63,24.2,43.37,68.74,88.53,109.8,127.29,158.9,168.66,185.64,208.53,229.41
北北基桃竹,2016,13,1542,675682,2.28,33.19,57.39,76.56,101.93,121.72,142.99,160.48,192.09,201.85,218.83,241.72
北北基桃竹,2016,14,1498,671421,2.23,38.8,71.99,96.19,115.36,140.73,160.52,181.79,199.28,230.89,240.65,257.63
北北基桃竹,2016,15,1112,660418,1.68,22.83,61.63,94.82,119.02,138.19,163.56,183.35,204.62,222.11,253.72,263.48
